Genus,Number of sequences
Lopadostoma,8
Lopharia,1
Lophiostoma,19
Lophiostomataceae,4
Lophiotrema,2
Lophium,1
Lophodermium,33
Lophophacidium,1
Loramyces,1
Loweomyces,2
Loxospora,2
Luellia,4
Lulwoana,2
Lulworthia,2
Lunulospora,4
Luteocirrhus,1
Lycoperdaceae,2
Lycoperdon,17
Lyophyllaceae,6
Lyophyllum,17
Lysurus,1
Macalpinomyces,2
Macgarvieomyces,2
Macowanites,2
Macroconia,1
Macrocybe,1
Macrocystidia,1
Macrodiplodiopsis,1
Macrohyporia,1
Macrolepiota,14
Macrophomina,1
Macrotyphula,1
Macroventuria,1
Madurella,2
Magnaporthaceae,10
Magnaporthales,3
Magnaporthe,2
Magnaporthiopsis,4
Magnusiomyces,2
Malassezia,21
Malasseziales,1
Malbranchea,3
Mallochia,1
Manglicola,1
Marasmiaceae,7
Marasmiellus,10
Marasmius,72
Marchandiobasidium,1
Marchandiomyces,3
Mariannaea,2
Masonhalea,2
Massaria,11
Massarina,6
Massarinaceae,3
Massariosphaeria,1
Mastigobasidium,3
Mastigosporium,1
Mattirolomyces,2
Medicopsis,1
Megacapitula,1
Megacollybia,10
Megalaria,1
Megaloblastenia,1
Megalospora,3
Megaspora,1
Megasporaceae,1
Megasporia,3
Megasporoporia,3
Megasporoporiella,4
Meira,8
Melampsora,20
Melampsoraceae,2
Melampsoridium,3
Melanconidaceae,4
Melanconiella,11
Melanconis,2
Melanconium,1
Melanelia,5
Melanelixia,8
Melanoderma,1
Melanogaster,7
Melanogastraceae,1
Melanohalea,16
Melanoleuca,26
Melanophyllum,3
Melanoporia,2
Melanopsamma,1
Melanotaenium,1
Melanotrigonum,1
Melanoxa,1
Meliniomyces,12
Melogramma,1
Membranomyces,1
Menegazzia,3
Menispora,1
Meredithblackwellia,1
Meria,1
Meripilaceae,3
Meripilus,1
Merismodes,1
Meruliaceae,2
Meruliporia,1
Merulius,1
Metacordyceps,8
Metapochonia,1
Metarhiziopsis,1
Metarhizium,33
Metschnikowia,8
Metulocladosporiella,3
Meyerozyma,7
Micarea,2
Microascaceae,12
Microascales,2
Microascus,8
Microbotryaceae,1
Microbotryales,1
Microbotryomycetes,13
Microbotryozyma,1
Microbotryum,32
Microcera,2
Microcyclospora,3
Microcyclus,1
Microdiplodia,4
Microdochium,7
Microglossum,7
Microidium,2
Micronematobotrys,1
Microporus,2
Micropsalliota,9
Microscypha,1
Microsporum,13
Microstoma,2
Microstroma,3
Microstromatales,4
Microthyriaceae,1
Millerozyma,4
Miniancora,1
Minimedusa,2
Minutisphaera,4
Mitrophora,1
Mitrula,4
Mixia,1
Mobergia,1
Moelleriella,3
Moellerodiscus,2
Moelleropsis,1
Moleospora,1
Mollisia,5
Monacrosporium,2
Monascus,6
Moniliella,7
Monilinia,5
Moniliophthora,5
Monilochaetes,2
Monoblepharidales,1
Monoblepharidomycetes,2
Monoblepharis,1
Monochaetia,3
Monodictys,1
Monographella,4
Monosporascus,3
Montagnulaceae,5
Montanelia,6
Monticola,1
Morchella,33
Morchellaceae,1
Morosphaeria,1
Mortierella,128
Mortierellaceae,14
Mortierellales,9
Mrakia,1
Mrakiella,1
Mucidula,3
Mucoharknessia,1
Mucor,77
Mucoraceae,4
Mucorales,3
Multiclavula,1
Multifurca,1
Muscodor,8
Musicillium,2
Musumecia,1
Mutinus,3
Mycaureola,1
Myceliophthora,2
Mycena,100
Mycenaceae,8
Mycenastrum,1
Mycetinis,4
Mycoacia,5
Mycoamaranthus,2
Mycoarthris,1
Mycobilimbia,1
Mycoblastus,9
Mycobonia,1
Mycocalicium,3
Mycocentrospora,2
Mycochaetophora,1
Mycoclelandia,1
Mycofalcella,1
Mycoleptodiscus,5
Mycopappus,2
Mycosphaerella,39
Mycosphaerellaceae,47
Mycothermus,1
Mycotribulus,1
Mycotypha,1
Myochromella,1
Myriangiales,1
Myriangium,2
Myriodontium,1
Myriogenospora,1
Myriospora,1
Myriostoma,1
Myrmaecium,1
Myrmecridium,5
Myrothecium,16
Myrtapenidiella,3
Mythicomyces,1
Myxocephala,1
Myxotrichaceae,3
Myxotrichum,2
Nadsonia,1
Naevala,1
Naganishia,4
Nakataea,1
Nakazawaea,6
Nalanthamala,4
Nannizziopsis,9
Nanoscypha,1
Natantiella,1
Naucoria,5
Naumovozyma,3
Nectria,15
Nectriaceae,54
Nectriopsis,1
Nemania,31
Nematoctonus,5
Neoaleurodiscus,1
Neoastrosphaeriella,1
Neobulgaria,10
Neocallimastigaceae,1
Neocallimastix,5
Neocatapyrenium,1
Neoceratosperma,1
Neocosmospora,1
Neodeightonia,3
Neodeightoniella,1
Neodevriesia,3
Neoerysiphe,6
Neofabraea,3
Neofavolus,4
Neofomitella,2
Neofusicoccum,26
Neohygrophorus,1
Neokalmusia,2
Neolecta,3
Neolentinus,4
Neonectria,8
Neonothopanus,2
Neopaxillus,1
Neopeckia,1
Neopestalotiopsis,3
Neophaeomoniella,1
Neophaeosphaeria,1
Neophysalospora,1
Neopseudolachnella,1
Neopyricularia,1
Neosartorya,1
Neoscytalidium,3
Neosetophoma,1
Neostagonospora,3
Neotrimmatostroma,1
Neotyphodium,5
Nephroma,21
Nephromopsis,1
Neurospora,1
Nidula,1
Nidulariopsis,1
Niebla,2
Nigroporus,1
Nigrospora,6
Nipponoparmelia,1
Nodobryoria,1
Nodulisporium,1
Nodulosphaeria,1
Nolanea,1
Nothojafnea,1
Obba,2
Oberwinklerozyma,1
Obolarina,2
Occultifur,2
Occultocarpon,1
Ochrocladosporium,2
Ochroconis,14
Ochrolechia,7
Octaviania,16
Oculimacula,2
Odontia,8
Odontochytrium,1
Oedogoniomyces,1
Ogataea,12
Oidiodendron,38
Oleoguttula,1
Olpidiales,1
Olpidiaster,2
Olpidium,4
Omphalina,4
Omphalodium,1
Omphalotaceae,4
Omphalotus,8
Onnia,1
Onygenaceae,8
Onygenales,17
Oontomyces,1
Operculomyces,1
Ophidiomyces,1
Ophioceras,2
Ophiocordyceps,41
Ophiocordycipitaceae,8
Ophiognomonia,30
Ophiosphaerella,6
Ophiostoma,37
Ophiostomataceae,21
Orbilia,33
Orbiliaceae,31
Orbiliales,3
Orbiliomycetes,6
Orceolina,1
Orientophila,4
Oropogon,12
Orpinomyces,6
Ossicaulis,2
Ostropales,1
Otidea,25
Otospora,1
Oudemansiella,5
Ovealmbornia,1
Oxyporus,3
Pachylepyrium,2
Pachypeltis,1
Pachyphlodes,14
Pachyphloeus,3
Pachysolen,1
Pacispora,1
Paecilomyces,10
Palaeospora,1
Palicella,3
Pallidocercospora,1
Palmiascoma,1
Panaeolus,2
Pandora,2
Panellus,7
Pannaria,6
Pannariaceae,3
Pannoparmelia,1
Panus,3
Papiliotrema,1
Parabagliettoa,1
Paracamarosporium,1
Paracoccidioides,2
Paraconiothyrium,15
Paraglomeraceae,1
Paraglomerales,18
Paraglomus,17
Paragyrodon,1
Paralepista,2
Paralepistopsis,1
Paraleptosphaeria,1
Paramycosphaerella,4
Paranannizziopsis,3
Parapenidiella,1
Paraphaeosphaeria,4
Paraphoma,4
Parascedosporium,1
Parascutellinia,1
Parasitella,2
Parasola,15
Parastagonospora,2
Parasympodiella,1
Parateratosphaeria,1
Paratricharina,1
Paratritirachium,2
Parauncinula,1
Paraxerula,4
Parmelia,25
Parmeliaceae,27
Parmeliella,3
Parmelina,7
Parmelinopsis,1
Parmeliopsis,2
Parmotrema,31
Parmularia,2
Parvoplaca,2
Passalora,11
Pateramyces,1
Patinella,1
Paucispora,1
Paulisebacina,1
Paxillus,7
Pectenia,1
Pedumispora,1
Peltaster,4
Peltigera,66
Peltigerales,1
Penicilliopsis,1
Penicillium,204
Penidiella,2
Peniophora,16
Peniophoraceae,3
Peniophorella,14
Perenniporia,25
Perenniporiella,3
Periconia,10
Periconiella,1
Peridermium,2
Periglandula,2
Peroneutypa,2
Pertusaria,14
Pestalotiopsis,27
Peterozyma,1
Petractis,1
Petriella,3
Peyronellaea,4
Pezicula,13
Peziza,62
Pezizaceae,62
Pezizales,33
Pezizomycetes,17
Pezizomycotina,6
Pezoloma,3
Phacidiella,1
Phacidium,1
Phacopsis,1
Phaeoacremonium,15
Phaeobotryon,2
Phaeoclavulina,1
Phaeococcomyces,5
Phaeocollybia,27
Phaeocryptopus,1
Phaeocytostroma,1
Phaeohelotium,1
Phaeoisaria,2
Phaeolepiota,1
Phaeolus,2
Phaeomollisia,1
Phaeomoniella,6
Phaeomycocentrospora,1
Phaeophlebiopsis,1
Phaeophleospora,3
Phaeophyscia,13
Phaeopyxis,1
Phaeoramularia,1
Phaeosclera,1
Phaeosphaeria,21
Phaeosphaeriaceae,15
Phaeosphaeriopsis,2
Phaeotheca,2
Phaeothecoidea,3
Phaffia,4
Phakopsora,5
Phallaceae,2
Phallales,1
Phallus,6
Phanerochaetaceae,1
Phanerochaete,23
Phellinopsis,2
Phellinus,56
Phellodon,17
Phellopilus,1
Phellorinia,3
Phialea,2
Phialemoniopsis,2
Phialemonium,3
Phialocephala,21
Phialophora,9
Phialosimplex,3
Phillipsia,5
Phlebia,23
Phlebiella,2
Phlebiopsis,5
Phlebiporia,1
Phlebopus,1
Phloeospora,1
Phlogicylindrium,3
Phlyctema,1
Phlyctis,1
Pholiota,29
Pholiotina,2
Phoma,36
Phomopsis,28
Phragmotaenium,1
Phycomyces,3
Phyllachoraceae,6
Phyllactinia,24
Phylliscum,1
Phyllobaeis,1
Phylloporia,4
Phylloporus,27
Phyllosticta,122
Phyllotopsis,1
Phymatotrichopsis,7
Physalacria,3
Physalacriaceae,3
Physalospora,3
Physcia,23
Physciaceae,1
Physciella,1
Physconia,16
Physisporinus,1
Pichia,21
Pichiaceae,3
Picoa,6
Piedraia,1
Pilaira,6
Pilatoporus,2
Pileolaria,1
Pilidiella,4
Pilidium,3
Pilobolus,9
Piloderma,27
Piloporia,1
Piptocephalis,5
Piptoporus,1
Pirella,1
Piriformospora,1
Piromyces,4
Pirottaea,1
Piskurozyma,1
Pisolithus,26
Pithomyces,1
Pithya,1
Placidiopsis,6
Placidium,2
Placomaronea,1
Placopsis,12
Placopyrenium,3
Plagiostoma,8
Plantae,1
Platismatia,5
Plectania,10
Plectosphaerella,3
Plenodomus,7
Pleochaeta,2
Pleomassariaceae,2
Pleonectria,6
Pleopsidium,9
Pleospora,1
Pleosporaceae,40
Pleosporales,199
Pleuroceras,2
Pleurocybella,3
Pleurosticta,1
Pleurostoma,2
Pleurotaceae,6
Pleurotheciella,1
Pleurothecium,1
Pleurotopsis,1
Pleurotus,28
Plicaturopsis,1
Pluteus,69
Pneumocystis,4
Pochonia,6
Poculum,1
Podaxis,2
Podonectria,2
Podoscypha,5
Podosphaera,17
Podospora,28
Podostictina,2
Poitrasia,1
Polyancora,1
Polyblastia,18
Polycauliona,4
Polycephalomyces,12
Polydesmia,1
Polyozellus,3
Polyphialoseptoria,2
Polyplosphaeria,1
Polyporaceae,35
Polyporales,63
Polyporus,32
Polyscytalum,2
Polysporina,8
Polytolypa,1
Ponticulomyces,2
Porina,3
Porocercospora,1
Porodaedalea,2
Porodisculus,2
Porostereum,1
Porotheleum,1
Porphyrellus,2
Porpidia,24
Porpidiaceae,1
Porpoloma,2
Porpomyces,1
Postia,30
Powellomyces,5
Preussia,16
Priceomyces,4
Pringsheimia,1
Proliferodiscus,1
Prosopidicola,1
Prosthecium,4
Prosthemium,2
Protoblastenia,9
Protocrea,4
Protodontia,1
Protomerulius,1
Protomyces,1
Protopannaria,1
Protoparmelia,16
Protoparmeliopsis,9
Protostropharia,1
Protousnea,2
Protoxerula,1
Protrudomyces,1
Proxipyricularia,1
Psathyrella,72
Psathyrellaceae,6
Pseudaegerita,2
Pseudaleuria,2
Pseudallescheria,7
Pseudapiospora,1
Pseudephebe,1
Pseudeurotiaceae,4
Pseudeurotium,2
Pseudevernia,5
Pseudoboletus,1
Pseudoboubovia,2
Pseudocercospora,29
Pseudocercosporella,4
Pseudochaete,10
Pseudochaetosphaeronema,1
Pseudoclitocybe,1
Pseudocraterellus,2
Pseudocyphellaria,24
Pseudodinemasporium,1
Pseudofusicoccum,7
Pseudogymnoascus,4
Pseudohydnum,1
Pseudohyphozyma,3
Pseudoidium,2
Pseudolachnella,4
Pseudolagarobasidium,2
Pseudolophiostoma,1
Pseudomassaria,1
Pseudomerulius,3
Pseudoomphalina,3
Pseudoparmelia,1
Pseudopestalotiopsis,2
Pseudophaeomoniella,1
Pseudophialophora,6
Pseudoplagiostoma,1
Pseudoplectania,7
Pseudopyricularia,2
Pseudoramichloridium,1
Pseudorobillarda,3
Pseudosarcosoma,1
Pseudosydowia,1
Pseudotaeniolina,1
Pseudoteratosphaeria,3
Pseudotetraploa,1
Pseudotomentella,31
Pseudotricharina,1
Pseudotricholoma,1
Pseudovalsaria,1
Pseudoveronaea,1
Pseudovirgaria,1
Pseudozyma,7
Psilocybe,25
Psilolechia,1
Psiloparmelia,1
Psora,3
Psoroglaena,1
Psoroma,7
Psorophorus,2
Pterygellus,1
Ptychographa,1
Puccinia,74
Pucciniaceae,2
Pucciniales,3
Pucciniastrum,8
Pucciniomycetes,1
Pulchroboletus,1
Pulchromyces,1
Pulveroboletus,3
Pulvinula,1
Punctelia,9
Punctularia,3
Purpureocillium,4
Pustularia,5
Pycnoporellus,2
Pycnoporus,3
Pycnora,1
Pyrenochaeta,9
Pyrenochaetopsis,4
Pyrenodesmia,1
Pyrenopeziza,3
Pyrenophora,6
Pyrenula,19
Pyricularia,7
Pyrigemmula,1
Pyrofomes,3
Pyronema,1
Pyronemataceae,66
Pyxine,3
Quadricrura,2
Quambalaria,6
Queenslandipenidiella,1
Rachicladosporium,2
Racocetra,1
Racodium,2
Radulidium,2
Radulodon,1
Raffaelea,4
Ramalina,40
Ramaria,53
Ramariopsis,2
Ramboldia,1
Ramicandelaber,4
Ramichloridium,7
Ramophialophora,1
Ramularia,12
Ramulispora,1
Rasamsonia,11
Rasutoria,1
Ravenelia,3
Readeriella,7
Recurvomyces,1
Reddellomyces,6
Redeckera,2
Relicina,2
Relicinopsis,1
Remersonia,1
Remototrachyna,6
Renispora,1
Requienella,1
Resinicium,9
Resinomycena,1
Resupinatus,4
Retiboletus,2
Reticulascus,2
Retroconis,1
Rhabdocline,4
Rheubarbariboletus,1
Rhexoacrodictys,1
Rhexocercosporidium,2
Rhexodenticula,1
Rhexographium,1
Rhinocladiella,13
Rhinocladium,1
Rhizidium,1
Rhizina,1
Rhizocarpon,3
Rhizochaete,2
Rhizoclosmatium,1
Rhizoctonia,8
Rhizocybe,1
Rhizomarasmius,1
Rhizomucor,2
Rhizophagus,65
Rhizophlyctidales,1
Rhizophlyctis,9
Rhizophydiales,4
Rhizophydium,10
Rhizoplaca,26
Rhizopogon,58
Rhizopogonaceae,1
Rhizopus,17
Rhizoscyphus,6
Rhizosphaera,2
Rhodocollybia,10
Rhodocybe,1
Rhodonia,1
Rhodoscypha,1
Rhodosporidiobolus,2
Rhodosporidium,7
Rhodotorula,56
Rhodotus,1
Rhodoveronaea,1
Rhynchosporium,4
Rhynchostoma,1
Rhytidhysteron,4
Rhytisma,3
Rhytismataceae,15
Rhytismatales,7
Ricasolia,1
Richoniella,3
Rickenella,3
Rigidoporus,5
Rimularia,2
Rinodina,6
Rinodinella,1
Ripartitella,2
Ripartites,2
Roccella,37
Roccellaceae,1
Roccellina,1
Roesleria,1
Roridomyces,2
Rosellinia,13
Rossbeevera,5
Rostraureum,1
Roussoella,2
Royoporus,3
Rozellomycota,37
Rubinoboletus,1
Rubroboletus,3
Rufoplaca,1
Rugosomyces,5
Ruhlandiella,2
Ruinenia,2
Ruptoseptoria,1
Rusavskia,1
Russula,470
Russulaceae,154
Russulales,5
Rutstroemia,7
Rutstroemiaceae,1
Ryvardenia,3
Sabuloglossum,2
Saccharata,3
Saccharicola,2
Saccharomyces,10
Saccharomycetaceae,2
Saccharomycetales,45
Saccharomycetes,2
Saccharomycodaceae,1
Saccharomycodes,2
Saccharomycopsis,8
Sacculospora,1
Sagaranella,2
Sagedia,1
Sagenomella,4
Saitoella,1
Sakaguchia,3
Saksenaea,2
Sampaiozyma,1
Sanghuangporus,2
Saprochaete,1
Sarcinomyces,3
Sarcodon,17
Sarcodontia,3
Sarcogyne,7
Sarcoleotia,1
Sarcopodium,1
Sarcoporia,2
Sarcoscypha,4
Sarcosoma,1
Sarcosomataceae,10
Sarcosphaera,3
Sarcostroma,1
Sarcotrochila,1
Sarea,1
Sarimanas,1
Sarocladium,8
Satchmopsis,1
Saturnispora,2
Savoryella,4
Sawadaea,8
Scabropezia,2
Scedosporium,13
Scheffersomyces,7
Schenella,1
Schildia,1
Schizangiella,1
Schizonella,1
Schizophyllum,3
Schizopora,3
Schizoporaceae,1
Schizosaccharomyces,2
Schizothecium,5
Schizothyriaceae,1
Schizoxylon,2
Schwanniomyces,5
Scleroconidioma,1
Scleroderma,51
Sclerodermataceae,2
Scleromitrula,4
Scleropezicula,1
Sclerophora,3
Scleroramularia,1
Sclerostagonospora,4
Sclerotinia,2
Sclerotiniaceae,1
Sclerotium,1
Scolecobasidium,9
Scolecostigmina,1
Scopulariopsis,4
Scopuloides,3
Scutellinia,16
Scutellospora,7
Scutiger,1
Scytalidium,14
Scytinium,2
Scytinopogon,3
Scytinostroma,5
Sebacina,129
Sebacinaceae,151
Sebacinales,153
Seifertia,1
Seimatosporium,5
Seiridium,6
Seirophora,2
Selenophoma,1
Sepedonium,3
Septobasidium,1
Septoglomus,11
Septoria,12
Septorioides,2
Serendipita,5
Serenomyces,3
Serpula,4
Setoidium,1
Setomelanomma,2
Setophaeosphaeria,1
Setophoma,1
Setoseptoria,1
Setosphaeria,1
Shiraia,3
Sidera,1
Sigarispora,1
Sigmoidea,1
Sigridea,1
Simplicillium,11
Singerocybe,2
Siphula,3
Sirenophila,2
Sirobasidium,2
Sirococcus,3
Sistotrema,28
Sistotremastrum,5
Skeletocutis,8
Skyttea,1
Slimacomyces,2
Slooffia,3
Slopeiomyces,1
Sodiomyces,2
Solenopsora,10
Sonoraphlyctis,1
Sordaria,3
Sordariaceae,3
Sordariales,54
Sordariomycetes,175
Sowerbyella,3
Sparassis,8
Spathaspora,4
Spathularia,7
Spegazzinia,1
Spencermartinsia,4
Spencermartinsiella,1
Sphaceloma,7
Sphacelotheca,1
Sphaerellopsis,2
Sphaerobolus,4
Sphaerographium,1
Sphaerophoraceae,1
Sphaeropsis,6
Sphaerosporella,2
Sphaerostilbella,1
Sphaerulina,6
Sphagnurus,1
Sphenorchidium,1
Sphinctrina,1
Spinellus,1
Spiromastix,3
Spiroplana,1
Spirosphaera,1
Spizellomyces,11
Spizellomycetaceae,1
Sporendocladia,1
Sporendonema,1
Sporidiobolales,13
Sporidiobolus,3
Sporisorium,7
Sporobolomyces,38
Sporodictyon,2
Sporopachydermia,4
Sporormia,2
Sporormiaceae,17
Sporormiella,4
Sporothrix,19
Sporotrichum,1
Squamanita,2
Stachybotrys,16
Stagonospora,8
Stagonosporopsis,8
Staninwardia,1
Staphylotrichum,2
Starmera,1
Starmerella,3
Staurothele,1
Steccherinum,11
Stegonsporium,3
Stemphylium,4
Stenella,4
Stenocarpella,2
Stephanonectria,2
Stephanospora,15
Stephanosporaceae,1
Stephensia,1
Stereaceae,1
Stereocaulon,24
Stereum,9
Sterigmatomyces,2
Sticta,64
Stictidaceae,2
Stictis,3
Stigmina,2
Stilbella,1
Stilbohypoxylon,2
Stilbospora,2
Stomatisora,1
Stomiopeltis,1
Strelitziana,4
Streptobotrys,1
Striatoidium,1
Strickeria,1
Strigula,1
Strobilomyces,5
Strobilurus,4
Stromatonectria,1
Stromatoseptoria,1
Stropharia,8
Strophariaceae,11
Strumella,1
Suberoteratosphaeria,1
Subplenodomus,3
Subulicystidium,4
Sugiyamaella,8
Suillaceae,2
Suillus,40
Sulcaria,3
Sulzbacheromyces,2
Sydowia,2
Sydowiella,1
Symmetrospora,5
Sympodiella,1
Sympodiomycopsis,3
Sympoventuria,1
Sympoventuriaceae,4
Syncephalastrum,6
Syncephalis,1
Synchytrium,1
Syzygites,2
Taifanglania,1
Taiwanofungus,2
Talaromyces,85
Taphrina,19
Taphrinales,1
Tapinella,2
Tarzetta,8
Teichospora,6
Teloschistaceae,43
Teloschistales,4
Teloschistes,2
Tephrocybe,3
Tephroderma,1
Tephromela,19
Terana,2
Teratosphaeria,32
Teratosphaeriaceae,13
Teratosphaericola,1
Terfezia,21
Termitomyces,27
Terramyces,1
Tetrachaetum,2
Tetracladium,13
Tetramelas,1
Tetrapisispora,3
Tetraplosphaeria,1
Tetrapyrgos,9
Teuvoa,2
Thamnidium,1
Thamnogalla,1
Thamnolia,2
Thamnostylum,2
Thanatephorus,46
Thaxteriellopsis,1
Thaxterogaster,1
Thecaphora,6
Thedgonia,1
Thekopsora,5
Thelebolales,1
Thelephora,34
Thelephoraceae,375
Thelephorales,14
Theleporus,3
Thelidium,5
Thelocarpella,1
Thelomma,1
Thelonectria,19
Thelotrema,3
Thermoascaceae,1
Thermoascus,2
Thermomucor,1
Thermomyces,2
Therrya,1
Thielavia,6
Thielaviopsis,1
Tholurna,1
Thozetella,6
Thyronectria,6
Tiarosporella,4
Tilachlidium,1
Tilletia,11
Tilletiaceae,1
Tilletiopsis,5
Timgrovea,1
Tinctoporellus,2
Tingoldiago,1
Tirmania,3
Toensbergia,1
Togninia,2
Togniniella,1
Tolypocladium,23
Tomentella,425
Tomentellopsis,31
Toninia,2
Tornabea,1
Torrendiella,2
Torrubiella,1
Tortispora,1
Torulaspora,11
Tothia,1
Toxicocladosporium,4
Trametes,17
Tranzschelia,5
Tranzscheliella,1
Trapelia,3
Trapeliopsis,12
Trechispora,31
Trechisporales,14
Trematosphaeria,1
Tremella,42
Tremellales,32
Tremellodendron,3
Tremellomycetes,20
Tremelloscypha,1
Tretomyces,1
Triangularia,1
Trichaptum,6
Tricharina,4
Trichobotrys,1
Trichocoma,1
Trichocomaceae,37
Trichoderma,138
Trichoglossum,6
Tricholoma,102
Tricholomataceae,35
Tricholomella,2
Tricholomopsis,9
Tricholosporum,1
Trichomerium,1
Trichometasphaeria,1
Trichomonascus,2
Trichopeziza,1
Trichopezizella,2
Trichophaea,12
Trichophyton,23
Trichosporon,35
Trichosporonaceae,2
Trichothecium,4
Tricladium,4
Trigonosporomyces,2
Trimmatostroma,2
Trimmatothelopsis,8
Triparticalcar,1
Triplosphaeria,2
Tripospora,1
Triposporium,1
Triscelophorus,2
Tristratiperidium,1
Tritirachium,1
Trochophora,1
Trogia,2
Tropicoporus,10
Troposporella,1
Truncatella,2
Truncocolumella,3
Truncospora,4
Tryblidiopsis,1
Trypetheliaceae,1
Trypethelium,3
Tubakia,2
Tubaria,9
Tubariomyces,1
Tuber,186
Tuberaceae,6
Tubeufia,2
Tubeufiaceae,9
Tubulicrinis,6
Tuckermanella,1
Tuckermannopsis,2
Tuckermanopsis,2
Tuckneraria,1
Tulasnella,62
Tulasnellaceae,157
Tulostoma,3
Tumularia,1
Tylopilus,11
Tylospora,7
Typhula,9
Typhulaceae,2
Typhulochaeta,1
Tyromyces,6
Udeniomyces,5
Ulocladium,1
Umbelopsis,28
Umbilicaria,45
Uncinocarpus,2
Uncispora,1
Uncobasidium,1
Unguiculariopsis,1
unidentified,2
Urceomyces,1
Uredo,2
Urnula,6
Urocystis,3
Uromyces,23
Uromycladium,7
Ursicollum,1
Usnea,45
Ustilaginaceae,11
Ustilaginales,5
Ustilaginomycetes,1
Ustilago,11
Ustilentyloma,2
Utharomyces,1
Uwebraunia,3
Valdensinia,1
Valsa,16
Valsaceae,14
Valsalnicola,1
Valsaria,3
Vanderwaltozyma,4
Vankya,1
Vanrija,1
Vararia,2
Varicellaria,1
Varicosporium,2
Variospora,5
Veluticeps,4
Venturia,20
Venturiaceae,21
Venturiales,7
Vermiculariopsiella,1
Vermispora,1
Veronaea,2
Veronaeopsis,1
Verpa,6
Verrucaria,39
Verrucariaceae,11
Verrucariales,3
Verrucisporota,2
Verrucoconiothyrium,1
Verruconis,2
Verrucula,2
Verruculopsis,2
Verticillium,15
Vestigium,1
Vialaea,2
Vibrissea,3
Vibrisseaceae,3
Violaceomyces,1
Violella,1
Virgaria,3
Volucrispora,1
Volutella,7
Volvariella,7
Volvopluteus,2
Vonarxia,1
Vonarxula,1
Vuilleminia,6
Vulpicida,6
Wahlenbergiella,1
Waitea,5
Wakefieldia,1
Wallemia,5
Wallemiomycetes,1
Wallrothiella,1
Wardomyces,1
Wardomycopsis,1
Westerdykella,8
Wetmoreana,3
Wettsteinina,1
Wickerhamia,1
Wickerhamiella,3
Wickerhamomyces,14
Wilcoxina,9
Willeya,5
Winterella,2
Wojnowicia,1
Wolfiporia,3
Wrightoporia,5
Xalocoa,2
Xanthocarpia,3
Xanthomendoza,10
Xanthoparmelia,40
Xanthophyllomyces,3
Xanthoporia,1
Xanthopsoroma,3
Xanthoria,22
Xenasma,2
Xenasmatella,3
Xenocalonectria,1
Xenochalara,1
Xenocylindrocladium,1
Xenogliocladiopsis,1
Xenomycosphaerella,1
Xenophacidiella,1
Xenopolyscytalum,4
Xenopyricularia,1
Xenoseptoria,1
Xerochrysium,2
Xerocomellus,12
Xerocomus,16
Xerombrophila,1
Xeromphalina,7
Xerula,3
Xylaria,140
Xylariaceae,71
Xylariales,54
Xylocoremium,1
Xylodon,10
Xylogone,1
Xylographa,12
Xylomelasma,2
Xylomyces,1
Xylona,1
Xylopsora,1
Xylotumulus,1
Yamadazyma,12
Yarrowia,2
Yuchengia,1
Zalerion,1
Zasmidium,10
Zelleromyces,1
Zoellneria,1
Zoophthora,1
Zopfiella,6
Zychaea,1
Zygoascus,3
Zygomycota,5
Zygophiala,3
Zygosaccharomyces,14
Zymoseptoria,3
